T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,T112,T113,T114,T115,T116,T117,T118,T119,T120,T121,T122,T123,T124,T201,T202,T203,T204,T205,T206,T207,T208,T209,T210,T211,T212,T301,mode
-0.002687202,-0.005291079,-0.007922804,0.062030417,0.154133484,-0.008537569,0.306687811,0.2003387,0.066921729,0.977714772,-0.185350596,0.003998116,1.019862196,-0.568228951,0.142311176,0.997392715,-0.029944615,-0.13383256,1.154503627,-0.107711268,-0.180245056,1.053963307,0.007903802,-0.197075215,0.524749768,0.713050429,0.41533786,0.491102124,0.27549259,0.68131956,0.699404169,0.52871499,-0.422050013,0.970523601,-0.884054418,-0.941940641,2366.176316,upstairs
1.002277958,0.057518773,-0.280563494,1.074515631,0.047275328,-0.358127356,0.958982597,-0.022434395,-0.121495929,0.829572764,0.008930828,-0.112897625,-0.002687202,-0.005291079,-0.007922804,0.89202419,0.049573315,-0.146194846,0.955521591,0.161644081,-0.284251863,0.964701002,-0.047855193,-0.100221187,0.571301646,0.140016139,-0.737925707,0.857466006,-0.182473259,0.191661128,0.466595256,0.373796897,0.437618197,0.96565954,0.945115193,0.978402163,5483.447368,upstairs
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.478366225,-0.298252022,-0.38409013,0.109713001,-0.147783251,-0.129417434,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,0.140663388,-0.048418096,0.034972331,-0.002687202,-0.005291079,-0.007922804,1,-0.088121024,-0.114707867,-0.088121024,-0.114707867,0.28808298,1,0.187317162,1,0.187317162,1,0.187317162,10.94473684,sitting
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,0,0,-0.25,-0.055796581,-0.008826125,-0.008676163,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,0.209949792,-0.37166096,0.231455168,-0.002687202,-0.005291079,-0.007922804,1,0.512989176,-0.052631579,0.512989176,-0.052631579,0,1,-0.150187852,1,-0.150187852,1,-0.150187852,3.889473684,sitting
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.437380048,-0.266623573,-0.337270037,-0.581048849,-0.246654713,-0.127108783,-0.002687202,-0.005291079,-0.007922804,-0.147605159,-0.152042964,-0.108001199,0.202034884,0.130232558,0.077034884,-0.002687202,-0.005291079,-0.007922804,1,-0.168345125,-0.253628637,-0.168345125,-0.253628637,0.031606977,0.076471911,-0.229415734,1,0.333333333,0.076471911,-0.229415734,4.65,sitting
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,0.087436163,0.329444826,-0.185819651,0.362573099,-0.076023392,0.140350877,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,0.475404814,-0.099197666,0.115404814,-0.002687202,-0.005291079,-0.007922804,1,-0.096373885,-0.229415734,-0.096373885,-0.229415734,0.420084025,1,0.132453236,1,0.132453236,1,0.132453236,9.3,sitting
-0.002687202,-0.005291079,-0.007922804,-0.099791014,-0.114106583,-0.069487983,0.199729938,0.140103689,-0.475157954,-0.146212566,-0.297709924,0.161479742,-0.002687202,-0.005291079,-0.007922804,-0.062784194,-0.065108984,-0.067759318,-0.049083623,-0.005799652,-0.091987913,-0.002687202,-0.005291079,-0.007922804,-0.132453236,-0.032773676,0.229415734,0.08247861,0.577350269,0,0.052631579,-0.312640946,1,0.312640946,0.052631579,-0.312640946,9.152631579,sitting
-0.002687202,-0.005291079,-0.007922804,-0.076451897,-0.083460338,0.408696618,0.333762469,-0.249190989,-0.061841926,-0.116914417,0.025968557,0.196644905,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.062784194,-0.065108984,-0.067759318,-0.002687202,-0.005291079,-0.007922804,-0.076471911,-0.288429975,-0.280975743,0.179605302,0.272165527,0.109985336,1,0.052631579,1,0.052631579,1,0.052631579,5.818421053,sitting
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.030045791,-0.114059189,-0.37645102,-0.155511077,-0.159663256,-0.165412067,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.03835962,0.214294309,0.273347009,-0.002687202,-0.005291079,-0.007922804,1,-0.465773337,-0.076471911,-0.465773337,-0.076471911,0.364405444,1,0.312640946,1,0.312640946,1,0.312640946,7.489473684,sitting
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.020588785,-0.196297385,-0.038770603,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,0.451823539,0.004623928,-0.054958212,0.390761129,-0.263651631,-0.037265563,-0.002687202,-0.005291079,-0.007922804,1,0.320896912,1,0.320896912,1,0.320896912,0.253628637,-0.168345125,1,-0.242320157,0.253628637,-0.168345125,5.592105263,sitting
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,0.568627451,-0.630252101,0.198879552,-0.155511077,-0.159663256,-0.165412067,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.133647558,-0.092989986,-0.091980891,-0.002687202,-0.005291079,-0.007922804,1,0.236066843,0.076471911,0.236066843,0.076471911,-0.057166195,1,0.076471911,1,0.076471911,1,0.076471911,6.165789474,sitting
-0.002687202,-0.005291079,-0.007922804,-0.059544573,-0.062001509,-0.014768453,-0.060602588,-0.149914335,-0.567181535,-0.403062339,-0.051407975,0.066009826,-0.002687202,-0.005291079,-0.007922804,0.16156033,-0.162804463,0.071462203,-0.099942187,0.12219768,-0.072984549,-0.002687202,-0.005291079,-0.007922804,-0.052631579,-0.089984254,-0.350438322,-0.089984254,0.150187852,0.256776296,-0.253628637,0.168345125,1,0.179106203,-0.253628637,0.168345125,5.3,sitting
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.111376651,0.030196911,0.286472811,0.069628473,0.13075277,0.103148026,-0.002687202,-0.005291079,-0.007922804,0.005412582,-0.264756944,-0.210273693,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,1,-0.074827162,-0.350438322,-0.074827162,-0.350438322,0.498223795,-0.114707867,1,1,-0.114707867,-0.114707867,1,10.53421053,sitting
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,0.534443817,-0.492459218,0.026903035,0.67721519,-0.495049505,0.172264695,-0.002687202,-0.005291079,-0.007922804,0.652104568,-0.451627436,0.225021235,0.028066187,0.00504404,-0.168853505,-0.002687202,-0.005291079,-0.007922804,1,-0.101364149,0.076471911,-0.101364149,0.076471911,0.147278694,-0.076471911,0.312640946,1,0.104828484,-0.076471911,0.312640946,11.19736842,sitting
-0.002687202,-0.005291079,-0.007922804,-0.313617242,-0.220491444,0.04507841,-0.970606265,-0.610039733,-0.342699288,-0.227869374,-0.112895717,-0.211609211,-0.002687202,-0.005291079,-0.007922804,-0.041164075,0.421440801,-0.060771918,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.114707867,-0.405906055,0.187317162,0.221162934,0.40824829,0.391254023,-0.076471911,1,1,-0.076471911,-0.076471911,1,8.463157895,sitting
-0.002687202,-0.005291079,-0.007922804,-0.062784194,-0.065108984,-0.067759318,-0.264647192,-0.166026918,0.237525372,-0.402498265,-0.190839695,0.14295628,-0.002687202,-0.005291079,-0.007922804,-0.059544573,-0.062001509,-0.014768453,-0.18228694,0.326320711,-0.123463411,-0.002687202,-0.005291079,-0.007922804,-0.052631579,-0.175129097,-0.229415734,0.214046674,0.229415734,0.593732251,-0.052631579,0.132453236,1,0.132453236,-0.052631579,0.132453236,6.563157895,sitting
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.393044878,-0.116210317,-0.192328033,-0.9,-0.4,-0.3,-0.002687202,-0.005291079,-0.007922804,-0.187679689,-0.196428152,0.175210295,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,1,0.288429975,-0.229415734,0.288429975,-0.229415734,0.538815906,-0.096373885,1,1,-0.096373885,-0.096373885,1,5.868421053,sitting
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.128386728,0.146383228,-0.150391618,-0.055796581,-0.008826125,-0.008676163,-0.002687202,-0.005291079,-0.007922804,-0.147605159,-0.152042964,-0.108001199,-0.259534896,0.155535224,0.233002417,-0.002687202,-0.005291079,-0.007922804,1,-0.096373885,0.052631579,-0.096373885,0.052631579,0.096373885,-0.076471911,0.114707867,1,0.166666667,-0.076471911,0.114707867,2.660526316,sitting
-0.002687202,-0.005291079,-0.007922804,-0.279466626,-0.098992706,-0.240505587,-0.041984888,-0.301826847,-0.067625914,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.114707867,-0.132453236,1,0.288675135,-0.114707867,-0.132453236,1,1,1,1,1,1,3.626315789,sitting
-0.002687202,-0.005291079,-0.007922804,-0.059544573,-0.062001509,-0.014768453,0.510448975,-0.160810513,0.054289153,-0.389725097,0.466384311,0.144801757,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,0.242608226,-0.182433216,-0.014732016,-0.002687202,-0.005291079,-0.007922804,0.052631579,-0.253628637,0.207514339,0.253628637,0.253628637,-0.212121212,1,0.096373885,1,0.096373885,1,0.096373885,4.813157895,sitting
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.134292821,-0.160033581,0.076384014,-0.365905201,0.139529692,0.054549344,-0.002687202,-0.005291079,-0.007922804,-0.155511077,-0.159663256,-0.165412067,-0.153827967,0.16012032,0.242820078,-0.002687202,-0.005291079,-0.007922804,1,-0.168345125,-0.280975743,-0.168345125,-0.280975743,0.59914469,-0.076471911,-0.350438322,1,0.21821789,-0.076471911,-0.350438322,4.6,sitting
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.154136177,0.284222738,-0.096443869,-0.055796581,-0.008826125,-0.008676163,-0.002687202,-0.005291079,-0.007922804,0.728571429,-0.24,-0.031428571,-0.175528348,0.215694579,-0.151431962,-0.002687202,-0.005291079,-0.007922804,1,-0.114707867,0.052631579,-0.114707867,0.052631579,0.114707867,0.397359707,0.187317162,1,0.471404521,0.397359707,0.187317162,3.394736842,sitting
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,0.701244813,-0.195530726,-0.10322446,-0.062784194,-0.065108984,-0.067759318,-0.002687202,-0.005291079,-0.007922804,-0.062784194,-0.065108984,-0.067759318,0.293611794,-0.278787879,-0.111793612,-0.002687202,-0.005291079,-0.007922804,1,-0.350438322,0.052631579,-0.350438322,0.052631579,-0.150187852,-0.052631579,-0.397359707,1,0.132453236,-0.052631579,-0.397359707,4.034210526,sitting
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.148659227,-0.323318497,0.323733411,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.18292789,-0.132359653,0.198764683,-0.187679689,-0.196428152,0.175210295,-0.002687202,-0.005291079,-0.007922804,1,0.280975743,1,0.280975743,1,0.280975743,-0.096373885,0.096373885,1,0.176470588,-0.096373885,0.096373885,4.560526316,sitting
-0.002687202,-0.005291079,-0.007922804,-0.339434643,0.069493969,0.123979991,-0.166158389,-0.184982751,0.001874398,0.219550629,-0.067074677,0.429317555,-0.002687202,-0.005291079,-0.007922804,0.047490645,0.034049637,0.021516619,0.047490645,0.034049637,0.021516619,-0.002687202,-0.005291079,-0.007922804,0.168345125,-0.150187852,-0.207514339,0.480384461,0.031606977,-0.153522062,0.114707867,0.114707867,1,1,0.114707867,0.114707867,4.523684211,sitting
-0.002687202,-0.005291079,-0.007922804,0.103806986,0.151347713,-0.14200307,-0.062784194,-0.065108984,-0.067759318,-0.11249241,-0.122028076,0.217386692,-0.002687202,-0.005291079,-0.007922804,-0.526728511,-0.025120008,0.180588562,-0.128386728,0.146383228,-0.150391618,-0.243324509,0.338360402,0.198983184,-0.350438322,0.052631579,-0.096373885,0.350438322,0.275009549,0.096373885,0.168345125,-0.096373885,-0.114707867,0.3082574,-0.157242726,0.140028008,2.871052632,standing
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,0.141960543,0.128685206,0.193305286,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.038017005,-0.068503361,0.187723546,-0.062784194,-0.065108984,-0.067759318,1,0.096373885,1,0.096373885,1,0.096373885,1,0.312640946,-0.052631579,0.312640946,-0.052631579,-0.168345125,2.686842105,standing
-0.002687202,-0.005291079,-0.007922804,0.140663388,-0.048418096,0.034972331,-0.002687202,-0.005291079,-0.007922804,-0.055796581,-0.008826125,-0.008676163,-0.002687202,-0.005291079,-0.007922804,-0.326948308,-0.34789644,-0.245867226,-0.002687202,-0.005291079,-0.007922804,0.029322157,-0.206669329,-0.145935575,0.187317162,1,-0.052631579,0.187317162,-0.280975743,-0.052631579,-0.187317162,1,0.114707867,-0.187317162,-0.102062073,0.114707867,0.923684211,standing
-0.002687202,-0.005291079,-0.007922804,-0.055796581,-0.008826125,-0.008676163,-0.062784194,-0.065108984,-0.067759318,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.062784194,-0.065108984,-0.067759318,-0.128386728,0.146383228,-0.150391618,0.052631579,-0.052631579,1,0.052631579,0.052631579,-0.052631579,1,0.052631579,0.096373885,0.052631579,0.096373885,-0.096373885,1.234210526,standing
-0.002687202,-0.005291079,-0.007922804,0.739940387,-1.94E-16,-0.260059613,0.20370045,0.163527317,0.245367116,0.449581398,0.316319723,-0.191995663,-0.002687202,-0.005291079,-0.007922804,0.139876705,0.19934566,-0.013860954,-0.147605159,-0.152042964,-0.108001199,-0.002687202,-0.005291079,-0.007922804,0.096373885,0.150187852,-0.224872398,0.336122782,-0.37254902,-0.580575715,-0.168345125,0.076471911,1,-0.104828484,-0.168345125,0.076471911,4.692105263,standing
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,0.242608226,-0.182433216,-0.014732016,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.258253874,-0.279512617,-0.058975245,0.263463694,0.044552597,-0.143752801,1,1,0.096373885,1,0.096373885,0.096373885,1,-0.312640946,-0.150187852,-0.312640946,-0.150187852,0.480384461,0.844736842,standing
-0.002687202,-0.005291079,-0.007922804,-0.279466626,-0.098992706,-0.240505587,-0.062784194,-0.065108984,-0.067759318,0,0,0,-0.002687202,-0.005291079,-0.007922804,-0.049561848,0.488145339,0.037394674,-0.002687202,-0.005291079,-0.007922804,-0.062784194,-0.065108984,-0.067759318,0.114707867,-0.052631579,0,0.114707867,0,0,0.688247202,1,0.052631579,0.688247202,0.076471911,0.052631579,1.368421053,standing
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,0.516198176,-0.401983541,0.343265846,-0.062784194,-0.065108984,-0.067759318,-0.002687202,-0.005291079,-0.007922804,-0.062784194,-0.065108984,-0.067759318,-0.002687202,-0.005291079,-0.007922804,-0.108106315,0.13892748,-0.063330195,1,0.187317162,-0.052631579,0.187317162,-0.052631579,-0.280975743,-0.052631579,1,-0.458831468,-0.052631579,0.114707867,-0.458831468,4.510526316,standing
-0.002687202,-0.005291079,-0.007922804,0.150967303,-0.000738434,-0.1527663,0.008681027,-0.137417105,-0.163600012,0.051991134,-0.021426449,0.057697268,-0.002687202,-0.005291079,-0.007922804,-0.076451897,-0.083460338,0.408696618,0.42500082,0.051688822,-0.225442398,0.099877451,-0.286458333,0.129289216,-0.207514339,-0.312640946,0.303802497,0.453033338,-0.254083903,-0.214537729,0.076471911,-0.148365559,-0.114707867,0.215570159,0.166666667,0.247271653,7,standing
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.133647558,-0.092989986,-0.091980891,0,-0.5,0,-0.002687202,-0.005291079,-0.007922804,-0.062784194,-0.065108984,-0.067759318,-0.002687202,-0.005291079,-0.007922804,-0.062784194,-0.065108984,-0.067759318,1,0.076471911,0.512989176,0.076471911,0.512989176,0,0.052631579,1,-0.052631579,0.052631579,0.052631579,-0.052631579,2.026315789,standing
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.37495517,-0.123586036,-0.341435617,0.531864478,0.28321813,-0.086819984,-0.002687202,-0.005291079,-0.007922804,0.33625731,0.479532164,0.002923977,0.519178247,-0.046573556,0.317581441,-0.002687202,-0.005291079,-0.007922804,1,0.350438322,0.188247705,0.350438322,0.188247705,-0.013773791,-0.229415734,-0.253628637,1,0.904534034,-0.229415734,-0.253628637,4.921052632,standing
-0.002687202,-0.005291079,-0.007922804,-0.147605159,-0.152042964,-0.108001199,0.307319224,0.385802469,-0.097442681,0.414221264,0.176548717,0.043074532,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,0.699098876,0.09274805,-0.112931199,-0.002687202,-0.005291079,-0.007922804,0.076471911,-0.114707867,0.175129097,0.166666667,-0.254456679,-0.678551144,1,-0.187317162,1,-0.187317162,1,-0.187317162,3.923684211,standing
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,0.654411765,-0.489130435,0.143542199,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,0.042103366,0.184587393,-0.192590512,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,1,0.114707867,1,0.114707867,1,0.114707867,0.187317162,1,1,0.187317162,0.187317162,1,3.247368421,standing
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,0.288214442,-0.091940917,0.077688126,-0.457201462,0.071977848,0.173645567,1,1,1,1,1,1,1,-0.150187852,0.207514339,-0.150187852,0.207514339,-0.285112401,0.781578947,standing
-0.002687202,-0.005291079,-0.007922804,0.730847191,-0.023098288,0.130447591,-0.401473106,-0.382972419,0.009315275,-0.01851692,-0.019332756,-0.020180814,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.062784194,-0.065108984,-0.067759318,-0.002687202,-0.005291079,-0.007922804,-0.278616544,-0.473684211,-0.029867385,0.013267454,-0.308689784,0.029867385,1,0.052631579,1,0.052631579,1,0.052631579,4.392105263,standing
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,0.213874011,0.28859881,0.025618398,-0.340538199,-0.042220036,0.031143217,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,0.897749835,1.94E-16,-0.102250165,-0.231329088,0.297526844,-0.176283216,1,-0.168345125,-0.280975743,-0.168345125,-0.280975743,-0.042796049,1,0.168345125,0.150187852,0.168345125,0.150187852,-0.022875451,4.744736842,standing
-0.002687202,-0.005291079,-0.007922804,-0.062784194,-0.065108984,-0.067759318,-0.104487288,-0.154011262,0.406847725,0.265177852,0.090031371,-0.044691023,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.281733376,-0.117228204,-0.307707402,-0.199211235,-0.20777222,-0.220950366,-0.052631579,-0.207514339,0.228070175,0.253628637,-0.122807018,-0.023057149,1,-0.114707867,-0.458831468,-0.114707867,-0.458831468,0.25,5.155263158,standing
-0.002687202,-0.005291079,-0.007922804,0.097967016,-0.090846586,-0.094172722,0.237299614,-0.181454303,0.206996584,-0.013480392,-0.260416667,-0.278186275,-0.002687202,-0.005291079,-0.007922804,-0.062784194,-0.065108984,-0.067759318,0.175168003,0.17458212,0.184070081,-0.002687202,-0.005291079,-0.007922804,0.350438322,-0.132453236,-0.114707867,0.125988158,-0.054554473,-0.288675135,0.052631579,-0.019458789,1,0.019458789,0.052631579,-0.019458789,4.113157895,standing
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.055796581,-0.008826125,-0.008676163,0.199929278,0.261100948,-0.072538625,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,0.525671153,-0.030619226,0.250834315,-0.002687202,-0.005291079,-0.007922804,1,-0.052631579,-0.207514339,-0.052631579,-0.207514339,-0.207514339,1,0.47785956,1,0.47785956,1,0.47785956,1.971052632,standing
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,0.376392869,-0.014118596,-0.233996741,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.062784194,-0.065108984,-0.067759318,0.515123063,-0.236600917,0.178839877,-0.002687202,-0.005291079,-0.007922804,1,-0.114707867,1,-0.114707867,1,-0.114707867,-0.052631579,0.187317162,1,0.187317162,-0.052631579,0.187317162,3.247368421,standing
-0.002687202,-0.005291079,-0.007922804,-0.062784194,-0.065108984,-0.067759318,-0.093529015,0.059676589,0.243540641,-0.48441247,-0.035971223,0.182254197,-0.002687202,-0.005291079,-0.007922804,0.652104568,-0.451627436,0.225021235,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,0.052631579,-0.260573895,0.229415734,0.260573895,0.229415734,-0.087370406,0.076471911,1,1,0.076471911,0.076471911,1,6.123684211,standing
-0.002687202,-0.005291079,-0.007922804,-0.059544573,-0.062001509,-0.014768453,-0.18292789,-0.132359653,0.198764683,-0.035511545,0.071756602,-0.3410671,-0.002687202,-0.005291079,-0.007922804,0.002262125,-0.065858015,-0.099300375,0.438488137,-0.102379095,0.184756793,-0.002687202,-0.005291079,-0.007922804,0.052631579,0.096373885,-0.187317162,-0.096373885,0.187317162,-0.22866478,0.280975743,0.458831468,1,0.102062073,0.280975743,0.458831468,3.021052632,standing
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.188767536,-0.244410491,0.058135849,-0.072060677,0.235632373,-0.095807379,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,0.3888168,-0.149640084,0.048715277,-0.062784194,-0.065108984,-0.067759318,1,-0.253628637,0.546118681,-0.253628637,0.546118681,0.098513411,0.052631579,0.029867385,0.052631579,0.567480307,-0.052631579,-0.029867385,4.707894737,standing
-0.002687202,-0.005291079,-0.007922804,0.53225746,0.126288218,-0.080145641,0.319987463,0.226575013,-0.04620972,0.054380466,0.293328383,-0.08969942,-0.002687202,-0.005291079,-0.007922804,-0.062784194,-0.065108984,-0.067759318,0.299252878,0.416225801,0.040940857,-0.270399625,-0.026050712,0.028301674,-0.350438322,-0.114707867,0.207514339,0.327326835,0.285112401,0.075377836,0.052631579,-0.207514339,0.114707867,-0.253628637,-0.114707867,0.201007563,11.83947368,standing
-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.321030939,-0.008391942,-0.047854178,-0.166158389,-0.184982751,0.001874398,-0.002687202,-0.005291079,-0.007922804,-0.002687202,-0.005291079,-0.007922804,-0.362573099,-0.076023392,-0.140350877,-0.002687202,-0.005291079,-0.007922804,1,-0.072147911,-0.350438322,-0.072147911,-0.350438322,-0.251629956,1,-0.229415734,1,-0.229415734,1,-0.229415734,4.565789474,standing